10000,0.0000081870,0.0001499284
20000,0.0000144428,0.0002810273
30000,0.0000219760,0.0004203588
40000,0.0000280720,0.0005472140
50000,0.0000359292,0.0007379888
60000,0.0000428561,0.0009149651
70000,0.0000464968,0.0009698171
80000,0.0000544652,0.0011065082
90000,0.0000613064,0.0012524080
100000,0.0000748108,0.0014035143
