10000,0.0017943577,0.0000122182
20000,0.0038494263,0.0000039262
30000,0.0067331105,0.0000019130
40000,0.0091894896,0.0000029697
50000,0.0130010377,0.0000105392
60000,0.0157589457,0.0000043797
70000,0.0185660497,0.0000042526
80000,0.0209244216,0.0000043707
90000,0.0225046222,0.0000041756
100000,0.0261494458,0.0000049844
