10000,0.0017306300,0.0000038670
20000,0.0040026203,0.0000022328
30000,0.0066401003,0.0000027300
40000,0.0094936019,0.0000024725
50000,0.0125653571,0.0000024619
60000,0.0166472810,0.0000032979
70000,0.0209294640,0.0000033927
80000,0.0232380512,0.0000031394
90000,0.0266057520,0.0000030785
100000,0.0302740559,0.0000034334
