10000,0.0015759185,0.0000015733
20000,0.0034435272,0.0000008332
30000,0.0054536665,0.0000008704
40000,0.0079079694,0.0000014152
50000,0.0103081146,0.0000015724
60000,0.0123294273,0.0000013588
70000,0.0146676173,0.0000014273
80000,0.0180694923,0.0000021596
90000,0.0202335511,0.0000018225
100000,0.0223414775,0.0000020041
