50,0.0033177220
100,0.0066510880
150,0.0148127080
200,0.0318653700
250,0.0581312660
300,0.1110590980
350,0.1642845760
400,0.2351083000
450,0.3213463580
500,0.4613141520
550,0.6113742300
600,0.7802829920
650,1.0942967620
700,1.2876144440
750,1.6110917040
800,1.8387072800
850,1.9857206840
900,2.8168276280
950,3.2504616800
1000,4.0269804780
