50,0.0037022240
100,0.0096673500
150,0.0240456260
200,0.0576851540
250,0.1170477520
300,0.2111721440
350,0.3345107240
400,0.4949637880
450,0.6883487980
500,0.9623832500
550,1.2917539980
600,1.6683992980
650,2.2109480840
700,2.7921756980
750,3.2298830780
800,3.6479245940
850,4.6980378100
900,5.6837275240
950,7.3054293300
1000,8.1888539620
