50,0.0002345480
100,0.0003924340
150,0.0007224040
200,0.0013459940
250,0.0021831120
300,0.0031745120
350,0.0039902840
400,0.0051326200
450,0.0077339020
500,0.0089027720
550,0.0101171420
600,0.0121028960
650,0.0169107360
700,0.0180694660
750,0.0208793360
800,0.0223428160
850,0.0303879580
900,0.0295672120
950,0.0343495620
1000,0.0396575460
