50,0.0024263140
100,0.0045515300
150,0.0127611080
200,0.0320128740
250,0.0845385260
300,0.1652390380
350,0.2581137720
400,0.3868164480
450,0.6057441940
500,0.8118811900
550,1.1204180060
600,1.4157515180
650,2.0119695800
700,2.5105375060
750,3.0838086000
800,3.7633307800
850,4.2849589620
900,5.4257846320
950,6.5043523780
1000,8.2218954420
