50,0.0019593480
100,0.0051689380
150,0.0160819220
200,0.0325274940
250,0.0598150100
300,0.1073959000
350,0.1631757840
400,0.2329353420
450,0.3161190020
500,0.4562451940
550,0.6000328360
600,0.7445305760
650,1.0387353700
700,1.3423805920
750,1.6063768120
800,1.7651667680
850,2.2507970360
900,2.6449591040
950,3.2778433940
1000,4.3503853880
