10000,0.0017197323,0.0000206722
20000,0.0040100436,0.0000329111
30000,0.0066803826,0.0000500152
40000,0.0100394956,0.0000756782
50000,0.0142383635,0.0001233188
60000,0.0163838332,0.0001224746
70000,0.0192109988,0.0001385699
80000,0.0233879479,0.0001806132
90000,0.0264142271,0.0001966127
100000,0.0289540619,0.0002067459
