10000,0.0000065877,0.0001573683
20000,0.0000133950,0.0002830969
30000,0.0000200913,0.0004344023
40000,0.0000265874,0.0005586766
50000,0.0000323047,0.0007042729
60000,0.0000416259,0.0008947903
70000,0.0000480851,0.0009909663
80000,0.0000551675,0.0011368092
90000,0.0000634434,0.0012978902
100000,0.0000712833,0.0014571464
