10000,0.0016825167,0.0001114873
20000,0.0038886002,0.0001865803
30000,0.0062056105,0.0002771103
40000,0.0088217817,0.0003613232
50000,0.0126523852,0.0004912750
60000,0.0159861622,0.0006042809
70000,0.0185247214,0.0006699201
80000,0.0211135933,0.0007480480
90000,0.0264595043,0.0008808495
100000,0.0254687913,0.0008794983
